학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000013333,진주외국어고등학교,고등학교,1970-12-26,사립,본교,운영,경상남도 진주시 일반성면 개암리 884,경상남도 진주시 일반성면 동부로 2014-6,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.1696561814,128.2816679523,2021-03-25,7001220,한국교원대학교
B000022925,용남고등학교,고등학교,1991-03-09,공립,본교,운영,충청남도 계룡시 신도안면 남선리 1278,충청남도 계룡시 신도안면 신도안1길 32,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.2943092118,127.2447646202,2021-03-25,7001220,한국교원대학교
B000010931,장곡중학교,중학교,2001-03-06,공립,본교,운영,경상북도 칠곡군 석적읍 중리 246,경상북도 칠곡군 석적읍 남중리8길 13,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,36.0734554758,128.4150883,2021-03-25,7001220,한국교원대학교
B000011284,대정중학교,중학교,1946-11-08,공립,본교,운영,제주특별자치도 서귀포시 대정읍 하모리 778,제주특별자치도 서귀포시 대정읍 비행장로 18,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.2199616211,126.2532326652,2021-03-25,7001220,한국교원대학교
B000008177,안천중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4595242629,126.8874987711,2021-03-25,7001220,한국교원대학교
B000003367,대전동광초등학교,초등학교,1936-04-13,공립,본교,운영,대전광역시 동구 자양동 94-3,대전광역시 동구 백룡로11번길 20,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3373475952,127.4495504701,2021-03-25,7001220,한국교원대학교
B000012725,봉일천고등학교,고등학교,2007-03-06,공립,본교,운영,경기도 파주시 조리읍 봉일천리 254-2,경기도 파주시 조리읍 소곡로 54,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.7469903612,126.8162726085,2021-03-25,7001220,한국교원대학교
B000009526,안성중학교,중학교,1939-03-24,공립,본교,운영,경기도 안성시 금산동 33-12,경기도 안성시 금산길 43,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.0133133267,127.2704647904,2021-03-25,7001220,한국교원대학교
B000002131,서울잠일초등학교,초등학교,1976-03-12,공립,본교,운영,서울특별시 송파구 잠실동 19-1,서울특별시 송파구 올림픽로 95,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5147416618,127.0816362169,2021-03-25,7001220,한국교원대학교
B000008476,태종대중학교,중학교,1974-12-21,공립,본교,운영,부산광역시 영도구 동삼동 523-1,부산광역시 영도구 함지로79번길 9,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0736739612,129.0649204552,2021-03-25,7001220,한국교원대학교
B000002570,혜화초등학교,초등학교,1965-01-27,사립,본교,운영,부산광역시 동래구 명장동 산12,부산광역시 동래구 명장로99번길 25,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2022604661,129.1132938270,2021-03-25,7001220,한국교원대학교
B000002601,연신초등학교,초등학교,1984-03-01,공립,본교,운영,부산광역시 연제구 연산동 302-1,부산광역시 연제구 신금로23번길 30,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.1924823057,129.0931595056,2021-03-25,7001220,한국교원대학교
B000011331,홍익디자인고등학교,고등학교,1968-03-01,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.5635106357,126.9191662788,2021-03-25,7001220,한국교원대학교
B000011107,한림중학교,중학교,1952-06-20,사립,본교,운영,경상남도 김해시 한림면 장방리 346,경상남도 김해시 한림면 한림로365번길 33,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.3217216196,128.7996056366,2021-03-25,7001220,한국교원대학교
B000012051,영락고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.4765425944,126.9454163856,2021-03-25,7001220,한국교원대학교
B000008271,오주중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5015066068,127.1362652938,2021-03-25,7001220,한국교원대학교
B000005363,남이초등학교,초등학교,1923-10-22,공립,본교,운영,충청북도 청주시 서원구 남이면 대련리 255,충청북도 청주시 서원구 남이면 대련길 61,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.5770967986,127.4542168,2021-03-25,7001220,한국교원대학교
B000023774,심인중학교,중학교,1955-05-15,사립,본교,운영,대구광역시 달성군 다사읍 죽곡리 820,대구광역시 달성군 다사읍 대실역남로1길 21,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2021-03-23,35.8530885400,128.4678978715,2021-03-25,7001220,한국교원대학교
B000024035,대구대실초등학교,초등학교,2016-03-01,공립,본교,운영,대구광역시 달성군 다사읍 죽곡리 820,대구광역시 달성군 다사읍 대실역남로1길 31,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.8530885400,128.4678978715,2021-03-25,7001220,한국교원대학교
B000008732,용산중학교,중학교,1985-03-01,공립,본교,운영,대구광역시 달서구 용산동 888,대구광역시 달서구 와룡로45길 72,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8541645475,128.5323609370,2021-03-25,7001220,한국교원대학교
B000003306,송정중앙초등학교,초등학교,1967-10-14,공립,본교,운영,광주광역시 광산구 소촌동 432,광주광역시 광산구 어등대로653번길 90,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1478478065,126.7950110275,2021-03-25,7001220,한국교원대학교
B000012687,일산대진고등학교,고등학교,1995-03-01,사립,본교,운영,경기도 고양시 일산서구 대화동 2097,경기도 고양시 일산서구 대산로 246,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.6804713913,126.7515966561,2021-03-25,7001220,한국교원대학교
B000004746,연곡초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 양주시 백석읍 연곡리 산58-2,경기도 양주시 백석읍 월암로170번길 107,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.8071579133,126.9611638234,2021-03-25,7001220,한국교원대학교
B000012878,보은고등학교,고등학교,1976-03-06,사립,본교,운영,충청북도 보은군 보은읍 죽전리 61,충청북도 보은군 보은읍 보은로 17,8000000,충청북도교육청,8051000,충청북도보은교육지원청,2013-11-29,2020-09-22,36.4753094757,127.7205512184,2021-03-25,7001220,한국교원대학교
B000008611,센텀중학교,중학교,2006-03-01,공립,본교,운영,부산광역시 해운대구 재송동 1206,부산광역시 해운대구 센텀북대로 32,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.17536656,129.1237585904,2021-03-25,7001220,한국교원대학교
B000007703,진례초등학교,초등학교,1926-03-01,공립,본교,운영,경상남도 김해시 진례면 초전리 530-2,경상남도 김해시 진례면 송현로 74-12,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2477401200,128.7561339771,2021-03-25,7001220,한국교원대학교
B000025211,인천연송고등학교,고등학교,2013-03-01,공립,본교,운영,인천광역시 연수구 송도동 15-4,인천광역시 연수구 컨벤시아대로42번길 72,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.4031674672,126.6467361,2021-03-25,7001220,한국교원대학교
B000009473,광명북중학교,중학교,1986-03-01,공립,본교,운영,경기도 광명시 철산동 59,경기도 광명시 시청로 121,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4871437437,126.8657711860,2021-03-25,7001220,한국교원대학교
B000004866,반곡초등학교,초등학교,2008-05-23,공립,본교,운영,강원도 원주시 반곡동 1450-1,강원도 원주시 동부순환로 247,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3373417458,127.9730348983,2021-03-25,7001220,한국교원대학교
B000009853,정선중학교,중학교,1946-07-16,공립,본교,운영,강원도 정선군 정선읍 봉양리 153-1,강원도 정선군 정선읍 봉양4길 15,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2020-09-22,37.3782167692,128.6609170565,2021-03-25,7001220,한국교원대학교
B000008942,광주서광중학교,중학교,1970-03-05,공립,본교,운영,광주광역시 남구 백운동 614-1,광주광역시 남구 진다리로24번길 13,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1363461642,126.9042623962,2021-03-25,7001220,한국교원대학교
B000012515,과천여자고등학교,고등학교,1976-03-02,사립,본교,운영,경기도 과천시 중앙동 11-4,경기도 과천시 희망길 36,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.4326435517,126.9881073132,2021-03-25,7001220,한국교원대학교
B000011858,과천외국어고등학교,고등학교,1990-03-05,사립,본교,운영,경기도 과천시 중앙동 11-4,경기도 과천시 희망길 36,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.4326435517,126.9881073132,2021-03-25,7001220,한국교원대학교
B000004281,하안북초등학교,초등학교,1989-10-12,공립,본교,운영,경기도 광명시 하안동 684-1,경기도 광명시 가림로 18,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4647085135,126.8691342352,2021-03-25,7001220,한국교원대학교
B000004889,동화초등학교,초등학교,2004-03-01,공립,본교,운영,강원도 원주시 문막읍 동화리 1534-2,강원도 원주시 문막읍 왕건로 83,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3274788009,127.8285780515,2021-03-25,7001220,한국교원대학교
B000007665,구봉초등학교,초등학교,1980-05-14,공립,본교,운영,경상남도 김해시 구산동 199,경상남도 김해시 구지로 99-26,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2408385133,128.8737724420,2021-03-25,7001220,한국교원대학교
B000008491,두송중학교,중학교,2006-03-03,공립,본교,운영,부산광역시 사하구 다대동 1580,부산광역시 사하구 다송로 76,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0606593201,128.9829530649,2021-03-25,7001220,한국교원대학교
B000011354,서울로봇고등학교,고등학교,1994-01-04,공립,본교,운영,서울특별시 강남구 일원동 738,서울특별시 강남구 광평로20길 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.4807317444,127.0845760864,2021-03-25,7001220,한국교원대학교
B000012069,은광여자고등학교,고등학교,1946-10-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.4883785724,127.0352323611,2021-03-25,7001220,한국교원대학교
B000008555,부곡여자중학교,중학교,1981-10-14,공립,본교,운영,부산광역시 금정구 부곡동 717-1,부산광역시 금정구 가마실로 56,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.2233298921,129.0953419436,2021-03-25,7001220,한국교원대학교
B000002843,대구옥산초등학교,초등학교,1956-07-04,공립,본교,운영,대구광역시 북구 칠성동2가 395-1,대구광역시 북구 칠성시장로23길 55,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8808955017,128.5978756375,2021-03-25,7001220,한국교원대학교
B000008626,한바다중학교,중학교,1969-10-10,공립,본교,운영,부산광역시 수영구 광안동 154-1,부산광역시 수영구 광안로21번가길 57,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1572924115,129.1176118531,2021-03-25,7001220,한국교원대학교
B000002138,서울가주초등학교,초등학교,1996-11-08,공립,본교,운영,서울특별시 송파구 가락동 140-6,서울특별시 송파구 오금로40길 37,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.4965672156,127.1292617,2021-03-25,7001220,한국교원대학교
B000013464,선덕고등학교,고등학교,1983-03-05,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6563486770,127.0268765864,2021-03-25,7001220,한국교원대학교
B000007532,상일초등학교,초등학교,1995-09-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 중리 1053,경상남도 창원시 마산회원구 내서읍 광려천서로 21,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2445751574,128.5069525,2021-03-25,7001220,한국교원대학교
B000007302,입암초등학교,초등학교,1933-05-15,공립,본교,운영,경상북도 영양군 입암면 신구리 272,경상북도 영양군 입암면 입암로 162,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2013-11-29,2020-09-22,36.5997164402,129.0873689,2021-03-25,7001220,한국교원대학교
B000009037,대전변동중학교,중학교,1983-11-04,공립,본교,운영,대전광역시 서구 변동 54-1,대전광역시 서구 도산로181번길 39,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3247386000,127.3757901240,2021-03-25,7001220,한국교원대학교
B000012723,문산제일고등학교,고등학교,1942-04-26,공립,본교,운영,경기도 파주시 야동동 361,경기도 파주시 평화로 190,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.7726039859,126.7628873051,2021-03-25,7001220,한국교원대학교
B000011404,대구서부공업고등학교,고등학교,1997-03-07,공립,본교,운영,대구광역시 서구 내당동 456-1,대구광역시 서구 당산로 228,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8574928211,128.5482964218,2021-03-25,7001220,한국교원대학교
B000004254,오산고현초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 오산시 고현동 92,경기도 오산시 남부대로 459,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2020-09-22,37.1334449,127.0851451445,2021-03-25,7001220,한국교원대학교
B000012814,상동고등학교,고등학교,1955-12-31,공립,본교,운영,강원도 영월군 상동읍 천평리 414,강원도 영월군 상동읍 태백산로 3147,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1252584066,128.8224543818,2021-03-25,7001220,한국교원대학교
B000023752,운남중학교,중학교,2021-03-01,공립,본교,운영,경상북도 김천시 율곡동 370,경상북도 김천시 우래1길 7,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2021-03-22,36.12213188,128.1791173,2021-03-25,7001220,한국교원대학교
B000007834,신명초등학교,초등학교,2004-03-01,공립,본교,운영,경상남도 양산시 평산동 570-49,경상남도 양산시 신명로 108,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.38832306,129.1426330467,2021-03-25,7001220,한국교원대학교
B000003173,길상초등학교,초등학교,1920-07-10,공립,본교,운영,인천광역시 강화군 길상면 온수리 527-3,인천광역시 강화군 길상면 삼랑성길 22,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.6384639920,126.4904288806,2021-03-25,7001220,한국교원대학교
B000013537,서대전여자고등학교,고등학교,1984-03-02,사립,본교,운영,대전광역시 서구 도마동 420-3,대전광역시 서구 배재로197번길 20,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3277371542,127.3695560338,2021-03-25,7001220,한국교원대학교
B000012168,부산남일고등학교,고등학교,1985-03-05,공립,본교,운영,부산광역시 수영구 망미동 920-10,부산광역시 수영구 망미배산로48번길 85-23,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1785656351,129.1011711969,2021-03-25,7001220,한국교원대학교
B000003348,대전흥룡초등학교,초등학교,1979-10-02,공립,본교,운영,대전광역시 동구 가양동 399-1,대전광역시 동구 동대전로256번길 21,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3455638922,127.4479362169,2021-03-25,7001220,한국교원대학교
B000008352,세화여자중학교,중학교,1978-03-01,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5019828,126.9942300138,2021-03-25,7001220,한국교원대학교
B000009395,대흥중학교,중학교,1995-03-03,공립,본교,운영,경기도 시흥시 대야동 377-70,경기도 시흥시 서해안로 1587,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.4474401608,126.7840729757,2021-03-25,7001220,한국교원대학교
B000005886,응봉초등학교,초등학교,1934-06-16,공립,본교,운영,충청남도 예산군 응봉면 증곡리 436,충청남도 예산군 응봉면 예당로 1504,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.6563848673,126.7704003474,2021-03-25,7001220,한국교원대학교
B000013517,상인고등학교,고등학교,2001-03-05,공립,본교,운영,대구광역시 달서구 상인동 1562,대구광역시 달서구 상인로 24,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8104519805,128.5512978455,2021-03-25,7001220,한국교원대학교
B000013071,영흥고등학교,고등학교,1980-10-18,사립,본교,운영,전라남도 목포시 상동 55,전라남도 목포시 삼각로43번길 9,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.8052524338,126.4165560233,2021-03-25,7001220,한국교원대학교
B000003277,화정남초등학교,초등학교,1992-04-06,공립,본교,운영,광주광역시 서구 화정동 929-1,광주광역시 서구 염화로 37,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1378563249,126.8716252572,2021-03-25,7001220,한국교원대학교
B000008399,인헌중학교,중학교,1971-01-16,공립,본교,운영,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.4726962122,126.9688402241,2021-03-25,7001220,한국교원대학교
B000013288,마산여자고등학교,고등학교,1915-03-21,공립,본교,운영,경상남도 창원시 마산합포구 완월동 300,경상남도 창원시 마산합포구 고운로 157,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.1959383430,128.5614097084,2021-03-25,7001220,한국교원대학교
B000004097,소래초등학교,초등학교,1920-07-04,공립,본교,운영,경기도 시흥시 신천동 704-2,경기도 시흥시 호현로27번길 14,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.4440788347,126.7835267631,2021-03-25,7001220,한국교원대학교
B000008752,북동중학교,중학교,2005-03-24,공립,본교,운영,대구광역시 달성군 논공읍 남리 318,대구광역시 달성군 논공읍 논공로7길 43,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.7324338261,128.4374065934,2021-03-25,7001220,한국교원대학교
B000008751,논공중학교,중학교,1998-03-01,공립,본교,운영,대구광역시 달성군 논공읍 남리 717-5,대구광역시 달성군 논공읍 논공로 256,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.7238252455,128.4572008994,2021-03-25,7001220,한국교원대학교
B000003550,청솔초등학교,초등학교,2007-03-01,공립,본교,운영,울산광역시 남구 달동 813,울산광역시 남구 삼산로94번길 20,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.53318138,129.3178477700,2021-03-25,7001220,한국교원대학교
B000008255,성심여자중학교,중학교,1957-05-25,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5342093704,126.9545933596,2021-03-25,7001220,한국교원대학교
B000022928,용남중학교,중학교,1989-09-01,공립,본교,운영,충청남도 계룡시 신도안면 남선리 1319,충청남도 계룡시 신도안면 신도안2길 66,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.3006443305,127.2441238728,2021-03-25,7001220,한국교원대학교
B000008689,구암중학교,중학교,1995-03-01,공립,본교,운영,대구광역시 북구 구암동 694-2,대구광역시 북구 태암로 85,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.92751351,128.5571252,2021-03-25,7001220,한국교원대학교
B000008015,신촌초등학교,초등학교,1945-09-01,공립,본교,운영,제주특별자치도 제주시 조천읍 신촌리 1828,제주특별자치도 제주시 조천읍 신북로 51,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.5344733804,126.6195152730,2021-03-25,7001220,한국교원대학교
B000005217,간성초등학교,초등학교,1910-06-13,공립,본교,운영,강원도 고성군 간성읍 신안리 192,강원도 고성군 간성읍 간성로 39,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.3789421503,128.4706698135,2021-03-25,7001220,한국교원대학교
B000004915,모산초등학교,초등학교,1941-09-28,공립,본교,운영,강원도 강릉시 장현동 54-1,강원도 강릉시 모산로224번길 3,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.7318400329,128.9017805146,2021-03-25,7001220,한국교원대학교
B000007944,가조초등학교,초등학교,1922-04-01,공립,본교,운영,경상남도 거창군 가조면 마상리 336-4,경상남도 거창군 가조면 가조가야로 1087,9010000,경상남도교육청,9211000,경상남도거창교육지원청,2013-11-29,2020-09-22,35.7114988262,128.0136443,2021-03-25,7001220,한국교원대학교
B000009475,하안중학교,중학교,1993-03-01,공립,본교,운영,경기도 광명시 하안동 25,경기도 광명시 안현로 80-1,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4673857481,126.8807720519,2021-03-25,7001220,한국교원대학교
B000011530,두원공업고등학교,고등학교,1990-10-10,사립,본교,운영,경기도 안성시 미양면 신기리 203-4,경기도 안성시 미양면 미양로 727,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,36.99677795,127.2417999063,2021-03-25,7001220,한국교원대학교
B000026572,솔빛초등학교,초등학교,2019-03-01,공립,본교,운영,세종특별자치시 반곡동 42-9,세종특별자치시 반곡2길 21,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.4957602218,127.3122736940,2021-03-25,7001220,한국교원대학교
B000002940,대구하빈초등학교,초등학교,1924-04-15,공립,본교,운영,대구광역시 달성군 하빈면 현내리 855-3,대구광역시 달성군 하빈면 하빈로 391-1,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.90163733,128.4421116933,2021-03-25,7001220,한국교원대학교
B000002765,대구효목초등학교,초등학교,1969-06-10,공립,본교,운영,대구광역시 동구 효목동 633,대구광역시 동구 화랑로27길 25,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8760037965,128.6415759170,2021-03-25,7001220,한국교원대학교
B000012260,숭덕여자고등학교,고등학교,1986-03-01,사립,본교,운영,인천광역시 남동구 만수동 5-213,인천광역시 남동구 만수로73번길 20-23,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.4642821062,126.7339171397,2021-03-25,7001220,한국교원대학교
B000011443,산마을고등학교,고등학교,1999-12-01,사립,본교,운영,인천광역시 강화군 양도면 삼흥리 460,인천광역시 강화군 양도면 강화남로1002번길 73-29,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.6863625703,126.4255653111,2021-03-25,7001220,한국교원대학교
B000013509,대구서부고등학교,고등학교,1997-03-01,공립,본교,운영,대구광역시 서구 평리동 1070-48,대구광역시 서구 국채보상로53길 32,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8736530943,128.5602007098,2021-03-25,7001220,한국교원대학교
B000013194,안동여자고등학교,고등학교,1942-05-01,공립,본교,운영,경상북도 안동시 법상동 23-1,경상북도 안동시 법상윗3길 32,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.5730397352,128.7256251175,2021-03-25,7001220,한국교원대학교
B000003521,남목초등학교,초등학교,1921-05-09,공립,본교,운영,울산광역시 동구 서부동 370,울산광역시 동구 옥류로 33,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.5424857376,129.4247502388,2021-03-25,7001220,한국교원대학교
B000026417,청완초등학교,초등학교,1970-11-19,공립,본교,운영,전라북도 완주군 봉동읍 둔산리 864-14,전라북도 완주군 봉동읍 완주산단9로 80,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2013-11-29,2021-03-23,35.9635993341,127.1204786,2021-03-25,7001220,한국교원대학교
B000002787,대구대청초등학교,초등학교,1987-12-18,공립,본교,운영,대구광역시 수성구 만촌동 873,대구광역시 수성구 교학로12길 42,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8509061083,128.6501674164,2021-03-25,7001220,한국교원대학교
B000007531,호계초등학교,초등학교,2002-09-01,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 호계리 71-1,경상남도 창원시 마산회원구 내서읍 광려천북로 182,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2656230058,128.5228100505,2021-03-25,7001220,한국교원대학교
B000022834,인천청람초등학교,초등학교,2013-03-01,공립,본교,운영,인천광역시 서구 청라동 149-1,인천광역시 서구 청라커낼로 336,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2020-09-22,37.5386963565,126.6453132879,2021-03-25,7001220,한국교원대학교
B000002692,반산초등학교,초등학교,1990-03-01,공립,본교,운영,부산광역시 해운대구 재송동 1033-1,부산광역시 해운대구 재반로 171,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1934414263,129.1296328331,2021-03-25,7001220,한국교원대학교
B000005164,묘장초등학교,초등학교,1968-10-04,공립,본교,운영,강원도 철원군 철원읍 대마리 192-5,강원도 철원군 철원읍 묘장로 344,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.2640862552,127.1648028281,2021-03-25,7001220,한국교원대학교
B000002143,서울마천초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.4955054522,127.1526294501,2021-03-25,7001220,한국교원대학교
